,ampl total power alpha,ampl total power beta,ampl total power delta,ampl total power gamma,ampl total power theta,approx entropy,betw cen e-icoh alpha,betw cen e-icoh delta,betw cen e-plv alpha,betw cen e-plv beta,betw cen e-plv delta,betw cen s-lcoh alpha,betw cen s-lps beta,betw cen s-lps delta,betw cen s-lps theta,clust coef e-icoh delta,clust coef e-plv beta,clust coef e-plv delta,clust coef e-wpli delta,clust coef s-lcoh alpha,clust coef s-lps alpha,clust coef s-lps theta,correlation dimension,dfa exponent delta,higuchi fractal dim,hjorth activity,hjorth complexity,hjorth mobility,katz fractal dim,kurtosis ampl beta,kurtosis ampl delta,kurtosis ampl gamma,kurtosis ampl theta,life time alpha,life time beta,life time delta,life time gamma,lyapunov exponent,lzc exhaustive,lzc primitive,mean ampl alpha,mean ampl beta,mean ampl delta,mean ampl gamma,mean ampl theta,microstate A,microstate B,microstate C,microstate D,microstate E,mod index alpha-beta,mod index beta-gamma,mod index delta-alpha,mod index delta-beta,mod index delta-theta,mod index theta-beta,mod index theta-gamma,node str e-icoh delta,node str e-plv alpha,node str e-plv beta,node str e-plv delta,node str e-plv gamma,node str e-wpli delta,node str s-lcoh alpha,node str s-lps alpha,node str s-lps theta,permutation entropy,range asymmetry alpha,range asymmetry beta,range asymmetry delta,range asymmetry gamma,range coef var beta,range coef var delta,range coef var gamma,range coef var theta,relative ampl beta,relative ampl delta,relative ampl gamma,relative ampl theta,rqa determinism,rqa entropy,rqa laminarity,rqa max diagonal,rqa max vertical,rqa mean diagonal,rqa rte,rqa trapping time,sample entropy,skewness ampl alpha,skewness ampl beta,skewness ampl delta,source ampl alpha,source ampl beta,source ampl delta,source ampl gamma,source ampl theta,spectral entropy beta,spectral entropy delta,spectral entropy gamma,spectral entropy theta,std ampl alpha,std ampl beta,std ampl delta,std ampl gamma,std ampl theta,waiting time beta,waiting time delta,waiting time gamma,explained variance
1,-0.17944078735493962,-0.10561640754803958,-0.13199938057439897,-0.0656826873503723,-0.1784901692851132,-0.08117451103992793,-0.030841454547613296,-0.009277142887383436,0.01960537226472328,0.004077044401149547,-0.020573012435180775,0.009462247180278048,0.006510058914078758,-0.022035628369658576,0.0009465639090476372,0.017455768130759906,0.025914433880491024,0.039365085041775744,0.005981819572517396,-0.10893041973938415,-0.10918859299295866,-0.10339874976624028,0.02394229859817818,-0.023278593747663633,0.01913292253476347,-0.17977605740867006,0.036241502129085286,0.11519527045054968,-0.14251578789678984,0.012477699671683154,-0.09600326835470732,-0.03376652559101435,-0.06761437094462958,-0.07706965012909166,0.06209343232040781,-0.014894207496234827,0.08424052457728483,-0.0760977885287046,0.1532042801834788,0.15515770563066625,-0.17952397814308715,-0.10562828737834656,-0.13168230739917983,-0.065558955238179,-0.17852933160865714,0.06361280390910669,0.04920874201631317,-0.03274017032070882,0.06468492566022725,0.03359148773385855,0.02250463033338001,-0.026626413471973438,0.059941536026829695,-0.023036494243678787,-0.042121729034792624,0.08374345656278144,0.12336438832791218,0.009325063938053895,-0.09599703029254802,0.02160435614207625,0.03549075083543376,0.04564336820957956,-0.009007614900355593,-0.10180606822353558,-0.10629361176158261,-0.10288875504459681,0.16035682866545495,0.0924848675031587,0.05732822150561288,-0.027253865056302035,0.010002364452390639,0.0325482624266357,-0.06044047534471939,-0.042442547527649956,-0.07028992587253677,0.13456804692109534,0.09934198342566736,0.17676536886061597,-0.0567547020192049,-0.15584568811895502,-0.15433712417451104,-0.14075065020871164,-0.13993626042470464,-0.15253306345679898,-0.15273191135218572,-0.10549645992260336,-0.12027938219665268,0.1664455902072602,0.04697697011457823,0.008404050412448181,-0.050383613253257784,-0.10436353975840311,0.0972245754446167,-0.017731510043988347,0.10848322035196137,-0.13138702238914685,0.13757094565244493,0.09932720550179869,0.1772235598053774,-0.05338144403909752,-0.1771165366305384,-0.10200411074277838,-0.13513441339923496,-0.06569994382931996,-0.1794732608398231,0.010449158079290286,-0.017088222849893236,0.0629483081479266,0.2367571587751436
2,0.08760280745476408,0.18359265662329677,0.0018606637793963099,0.1379115505774287,0.025041017613126076,-0.18819783225000208,-0.007010361540958186,0.045178854796718855,0.005158090206585313,-0.040465259160106376,-0.03609143168352398,-0.04630018011333244,0.004360823316682339,-0.03223605875089679,0.01707023158398681,-0.05734400814296312,0.07321017152158762,-0.033783944220721215,-0.06000404170754724,0.023116211589238208,0.02626276426647578,-0.05658588499421505,0.03951980596234205,-0.002118478357188409,0.19991991603079384,0.08573542964787269,-0.22998367976362738,0.20026734951493608,0.14865303102691207,0.031488826535160906,0.08448883499894935,0.05603968726503405,0.08415591335080919,0.07301304163522838,0.11860971895814534,0.028409411573742212,0.1158225795221579,0.10725325522654626,0.13463552307949753,0.13048431138693842,0.08746979195878209,0.18370500865341322,0.0016453895200407664,0.1381790091138239,0.024948154531033714,0.1364399975989756,0.14391970248727484,-0.11582724224286506,0.07843301121720242,-0.05362003791907067,0.026555818679478014,-0.022001053291966898,0.060569240685988145,0.11258616480693472,0.11058428219674071,-0.02776354412095406,-0.08290400848002334,-0.06415663650896217,-0.01028754871273489,0.06305205776782999,-0.019043175408524123,-0.011850884253099325,-0.06249400934471809,0.036123843424011946,0.02582482809798364,-0.05245032140533423,-0.01639956642844006,-0.011376376684856792,-0.06174038472994839,0.04867862848526335,-0.02088580372397613,0.012665507763491035,0.08066160772617834,0.026294221195322175,0.07137674995763428,0.14185225483014316,-0.1650043153417498,-0.009494461444022703,-0.1504048817750812,-0.13263689599447565,0.027522568693230394,-0.1681602152707262,-0.13898492647299066,-0.06932348731122058,0.03393032344308152,-0.16865251148455984,-0.15701745668183031,0.018939424848968357,-0.0706966217493789,0.005185281425487617,0.12194560839230328,0.07923749239825711,0.08836016350746112,-0.08358603133521253,0.015006830365274261,-0.047221254814427946,0.1421329740538953,-0.1657829483870025,-0.01018254737841341,-0.15250157307700463,0.09529720271026129,0.1872932574493974,0.004959918043773646,0.14100596007160932,0.02911977276492291,0.14185714271084146,0.058836272821215334,0.1381705012188976,0.12181966018999238
3,-0.03132551326762223,0.09624940714190644,0.1792219482380779,0.03388694306267251,0.09925183710445007,0.008967165520837317,-0.0016260770818083137,0.10392234030833578,0.053587935216605126,0.061093717508266886,0.08596423277472084,0.054547399588260465,0.0019040609665611997,0.04614741517112082,-0.07199234126383584,-0.1521281690997451,0.020377131490195606,-0.10518381439451291,-0.15844217891405854,-0.11141889535421787,-0.09156445655839379,-0.031193275087640124,0.06877077208763434,0.10613883248382168,-0.17318519164613622,0.02113156451359486,0.09077989012687926,-0.028151361135271304,0.039611870574220574,0.08305256119163243,0.08287828319908108,0.10159001965927303,0.11931604050983592,-0.13414848833564677,0.17975629508955723,0.11847253375259031,0.16936057414520256,0.04205790294633829,0.032991653371625886,0.031589226011082175,-0.03117369026298038,0.09617898528156436,0.17937919244674164,0.033825635894399284,0.09918818587175321,-0.07846463267946871,-0.101539226491843,0.0467212670849804,0.00951242054976361,0.10339667876933321,0.005617237127026199,-0.007239288790373605,0.14537772706210295,-0.0020677864261389053,-0.059316675408545017,0.08140720000612568,0.01752699171140255,-0.14751042316410948,-0.0936060874356265,0.036374249074851706,-0.09368276902361786,-0.024799132396787146,-0.1561682143666849,-0.11102522135110716,-0.0895168425157847,-0.03979710594020955,0.1030636680423949,0.11917884159805499,0.08782750399339628,0.07279651411698135,-0.004317984083070806,0.1530040733996433,0.11891921682147617,0.08605961039529175,0.1322885003946891,0.06768735108210581,0.1443238237959212,0.04698232653137378,0.171608181286949,-0.012498438279706939,-0.09790544530739621,0.02048215104907751,0.05596823510689787,0.007330345045148697,-0.10945381037541842,0.06670256404440805,0.09639199079054943,-0.02368572514486856,0.19360644244398806,-0.01845320046358454,0.008464316035104653,-0.10413429085574852,0.07623158709547072,0.09657376039177508,-0.005916283875352478,0.10878244999552525,0.0662169566273874,0.14513793466444364,0.045476450030668664,0.17874513752847113,-0.019128505429741732,0.11137938875759035,0.17819838019418663,0.03946252698223321,0.09552486411277006,0.11482665157758808,0.05836761484290068,0.17794375939052387,0.0712586675334197
4,0.01413589157698511,-0.09555305508124952,-0.12000782537817646,-0.22126534322859515,-0.06303392480301134,-0.017679507643722725,-0.06958619473826211,0.1031801252154031,0.03401526407587445,0.048717213799255546,0.06797436963805278,-0.060988033051418526,0.03354177994428126,0.01619492301014432,-0.055460321936394316,-0.25428993336932126,0.0893660093932096,-0.07395380336090922,-0.24295429164454763,0.13750548618801664,0.09288916346599055,-0.1095938275840988,0.0398251750903091,-0.022832261387209722,-0.028815960090156585,-0.017441599996955992,-0.012644398332825523,0.030065562235462775,-0.1258847135370675,0.12030291647241186,-0.016153161135287055,0.05165897669249887,-0.036417924465035806,0.16386844511495752,0.09859341707913144,0.024247246247165996,0.06418036923428046,0.07657142282745841,-0.01472589512263446,-0.01929511358475227,0.014029657562793507,-0.09562197150440317,-0.12039892390191537,-0.22110732911883943,-0.06343921062003517,-0.05006414746567629,-0.0014301044501992127,0.07272532582257786,-0.07140572586482498,-0.13057599729019223,0.040774237249769266,0.011153454680755527,-0.04306059185871503,0.0786059605999647,0.03883006406705965,0.056371314948556024,0.03239945773013998,-0.2515638630710002,0.013416771732641861,0.06536329991564055,-0.05818294967525394,-0.04017591841714042,-0.24929006784617896,0.11902375334302713,0.08513280134172935,-0.08214260868570064,-0.09061362412718035,0.03046425223461412,0.09551726453964554,-0.06073780328106162,-0.0029705868357856827,0.1896241715262256,-0.029308923054072757,0.0807290610078512,-0.02967673414552695,-0.011738510342142395,0.04679584729196336,-0.0774343348244031,-0.07764838806191647,0.022461513959181164,0.11020927764328123,0.003296039781797286,0.04559708418789357,0.06618390611082103,0.1177588289463005,-0.03413317660526552,0.03150908231490536,-0.045903104001332,-0.11743268981443976,0.05046171967342439,-0.061742009945831886,0.11235263350374139,-0.1755285124411553,-0.006858482753993749,-0.17066709656510612,-0.019960093927240054,-0.01453724638079777,0.04529553527897143,-0.07654599267147874,-0.08401297468724488,0.020393624201401766,-0.08517779714539081,-0.11781518684630801,-0.21874119353172508,-0.05949425661993888,0.18970655958116145,0.02617703406957544,0.08289767398923392,0.05157957091814331
5,-0.004406808397872028,-0.07695582198322143,-0.02105360138702758,-0.027405805346984738,-0.0202664710275349,0.004449413673394062,0.06971782791013315,-0.021653238819370264,-0.006252581773640631,-0.05883001962293244,-0.16021931170658177,0.037109829298416164,0.07003664325891765,-0.046176595479012594,-0.059932365462831295,0.16328493455753978,0.03401261244452782,0.25616587291308635,0.19727771393632249,-0.05113629970198438,-0.08794451982976788,-0.010742303121918139,0.013803205100849177,0.18436514778235896,0.028988808831565734,-0.0030630774576017915,0.00549978477583566,-0.021255156057172445,-0.02821421268544781,0.23111420999941976,0.05958274393764945,0.13654187790533362,0.17431311392040283,0.1139211461876768,-0.01505129875237237,0.14204001608530026,0.012428917105183094,0.0059560719310152235,-0.03022198444221689,-0.023920478358947766,-0.004159673066346403,-0.07626207762501053,-0.02182730006046833,-0.028254289451492925,-0.020187402892079567,0.021319097987939926,0.033264677626137475,-0.005281056254331855,-0.0882290366415178,-0.08119824123079149,0.09621289390805107,0.19157309392236502,0.14167808575606655,0.13762192269325463,0.1501271275953752,0.09355025013529987,0.10343848681025304,0.14680477866460984,-0.02678635932581568,0.006344399565842665,0.24867052406971707,0.05821004494542776,0.1694625895874724,-0.035842499271697595,-0.08591268121685838,-0.005071429931034332,0.03416712189174656,0.10245310940414157,0.044866910096149765,0.133226100794047,0.1337077767055265,0.2081889899553859,0.20930986945722008,0.17538597529819497,0.19910829090603535,-0.094285542194658,-0.012506314468670716,0.029613675251432867,-0.08880595216332143,0.030512018315571588,-0.019543341992805278,0.03475336520846502,0.05869501768438854,0.10414938263868719,-0.015911157665536448,-0.021293244246491535,0.09664352201938729,-0.031826200280814086,-0.02672671367948284,0.12924531460597907,0.1177185142722589,-0.04108892102374801,-0.0944953401823517,-0.06589560061824437,-0.06340318438964483,-0.005398263970626487,-0.09032109399965967,-0.011710648555354041,0.02953326612323118,-0.09115940864855451,0.00655996090167417,-0.06187206670618083,-0.019748154355863662,-0.023588479238793873,-0.01258746940025319,0.0862458848241797,0.13151520688812238,0.018600745049222045,0.037241949081173335
6,-0.0016682385463438146,-0.029650532520078796,-0.09109871951430815,0.008613317869778599,0.019276363348239796,0.011579671671892076,0.076460085257446,0.12662362923362627,0.04635678594487081,-0.1020352882783961,-0.05635518375457127,0.01171466389938905,-0.009031108007976796,-0.007309974418874987,-0.001870518179681424,-0.2282336907117145,0.1944984283164721,0.1381258686947363,-0.17972294974902353,-0.1341465495918039,-0.1414670651221866,-0.11074126323488186,-0.021168901680836294,-0.03679604750047567,0.0795493283743733,-0.006016670205869452,-0.011768531706907427,-0.051058972616085864,-0.01844180612091831,-0.15706664385087424,0.14482772506298158,-0.19166488606550106,0.11208201705467365,-0.06798225969842067,-0.1029746886347439,0.047829155125543504,-0.17334357054698815,0.018684983784967475,-0.07430852737396891,-0.0704006685806337,-0.002001738417375533,-0.029613852334922103,-0.09204802551036469,0.007968118142359346,0.01790489625335982,-0.10461489180050686,0.011632812304748736,0.0035847490595738206,-0.04059318250739467,0.04442021272153537,-0.14820172300322929,-0.11891917371376569,0.007919729572405469,-0.006725450266101576,0.2035782412083503,-0.13980003358654605,-0.09426302394369208,-0.23204895471940903,0.13521550828516637,0.1650632576172638,0.14890518409761577,0.22307790515994907,-0.18694754958470278,-0.1438381794545243,-0.1457946325616294,-0.12163387102821423,0.038036350421698985,0.04574125692597168,-0.009997753313199475,0.07571908059947274,0.010982287890798262,-0.1042317890688852,0.05196124235152412,0.02667370132493133,0.08070604825426754,-0.06295863773750339,-0.09469224654177713,0.006408117164686332,-0.016176031722531996,0.06388700995533785,-0.06193598518131022,0.055406745610168,0.02458235721345882,0.05030352044032518,-0.06051328736419543,-0.0040922902581946394,0.01852105078024512,0.012590400431971637,0.08787298291398694,-0.12279958991358637,0.102886729797145,-0.11860790424031278,0.03602229221255754,-0.1475821232380284,0.07166663522390096,-0.024190397280226518,-0.0691033740723959,-0.09624780422916526,0.006845746363687283,-0.012915950385507797,-0.013761821436599889,-0.03864944359154207,-0.08730137399977714,0.007116678613512381,0.021385793797364442,-0.09510756221219487,-0.0008449832733225617,-0.17739698761064102,0.032948873901008424
7,-0.024673267526308534,0.020046945821886104,-0.05792219704751977,-0.06200785913331805,-0.005396448939040482,-0.07233614111765735,-0.09468199700738716,0.041879401257528426,-0.07675804047633122,-0.002900439400608301,-0.074329428106412,-0.09594297001448526,-0.02784285348749832,0.12710483075340787,-0.18087447556007608,0.03583137473391308,0.2433120502845602,0.1930876153907517,0.0738562614700269,0.10203431289172138,0.21516529096979034,0.2289549080468221,0.028237428519847205,0.027284830627944744,-0.056810633980682354,-0.02829038849182414,-0.0018695751188527072,0.05912141197095803,-0.01733596071644056,0.06879346896027626,0.08308638598633841,-0.03587371600243382,0.06493080231820156,-0.1420273726945544,0.08818260745720619,-0.12832934090780823,0.04227025177165738,-0.1396318558866901,0.09665715506053377,0.09453398023612297,-0.024832719190894734,0.01928216920876402,-0.058089096211940694,-0.06324171105422827,-0.00541518618422313,-0.12215457491761716,-0.19185626567475095,0.23139800343830574,-0.13246771794977819,-0.04620544072719272,-0.04821636766196323,-0.08917543128050387,0.049321469256876915,-0.02328001179695017,-0.0273011194850384,-0.03288076793952495,-0.045174455630601816,0.029757372965079847,0.22488018188929654,0.2250956847895823,0.18272016975079858,-0.008805785817599086,0.05687161733902402,0.07500336819843044,0.21013374240831192,0.22376013551400784,-0.044583977080960215,-0.042422187093570055,-0.030464998202693206,0.1304311359821381,-0.025190759059102785,-0.052029598714037596,0.06396810597942537,-0.04814463131175488,0.08052790823956775,0.12379826306671318,-0.01156113878015794,-0.005686156762064811,0.17310314055227452,-0.08984591339123212,0.05273738123976812,-0.06634939962542652,-0.08656833725785557,-0.09533471620561763,0.050056542660089645,-0.02721486554088907,-0.06807957219550288,-0.00912097484795331,0.1134235839482115,0.02500679480439488,0.012547774176999121,-0.026112127851566077,0.0016656897454793611,-0.049571506064365445,-0.03243783608840282,0.031106750067738293,0.11975438177704385,-0.011371764408233455,-0.005662029037687178,0.16827397798986124,-0.01987543376834059,0.01868026530293159,-0.052986077850634486,-0.061745692062342594,-0.005346996604805826,-0.010344462043662775,-0.007662836094998103,0.03381340103720958,0.029920166752536847
8,0.012105663941653464,0.024817609926777832,-0.02911737522839169,-0.22015829092984482,0.01958579324803542,-0.024718865192219386,0.06622116828452826,-0.1815149011239535,-0.11456243063884412,-0.2527965872615594,0.13677655895061813,0.06470493212500011,-0.16745744898483056,-0.029990272298925924,0.06851720621594082,0.09023157010507679,-0.06440781344031782,-0.1320995546157931,0.09127260685837121,-0.16973755259550755,-0.1423467792153858,-0.0631758198187802,-0.0814595111637165,-0.03597354722131081,-0.10225439142635698,0.0233738185253451,-0.10246358597333441,0.004969513332762146,-0.024067224488529677,0.005614085485271439,0.03473322089045429,0.05207509408479413,0.12235223122783905,-0.08331226294268093,0.09825005124259564,0.03621909509689776,-0.025013338304585568,0.04565876645073857,0.013647727794524275,0.011461671832416115,0.011634664116792676,0.024508522898879004,-0.02890935942581383,-0.2198293468383148,0.01980921715617496,0.02137784718794583,-0.005577190750242298,-0.07368442803297985,-0.185954327157872,0.06403569841276359,-0.16907529017416345,-0.21659320530152656,-0.024576783900168528,0.06573179731374998,0.07317517577513032,-0.07017396534574444,-0.023610099433989874,0.12766496048990938,-0.012195953001587365,0.009425314679333836,-0.1253651249588532,-0.09718913039961878,0.132011110991827,-0.17691108285371526,-0.14483531854017218,-0.06508895215427664,-0.0773090943841221,-0.035227427560321496,0.13985027226557464,0.11677243226820269,-0.0419866894944116,-0.07592802556616106,0.02206908961816486,-0.11110291404383629,0.12019316653560148,0.02456723167259275,-0.0014074691096972285,-0.08496606678302202,0.006862626154041691,-0.06639809598013403,0.08278991833749101,-0.06855737295276715,-0.10052661671229433,-0.10282130579072991,0.07278883776283439,-0.04639854246542188,-0.10244258563953132,-0.13618986436231725,0.044881144574394786,-0.10808749516483959,0.07776262418017965,0.02271711654865713,-0.08474459251390429,0.122822909186965,-0.23013202604552407,0.008982096359168822,0.021733227642323508,0.0021469501274107676,-0.08549670030255092,0.005504103937845627,0.005280151055460591,0.02293758707932229,-0.032629886462688405,-0.21996784962797394,0.024130441740094363,0.06101968329632854,0.014622542690204498,-0.03304294288698888,0.026053275464329756
9,0.007680169467144575,-0.04017608006514934,0.053774019725438785,0.19828543468801613,0.03301139106577344,0.015735536864417213,0.0007024598573217716,-0.19566568468058193,-0.18815020264159987,0.005971746615587303,0.09117774045564157,0.06239170831545776,-0.02378959881701996,-0.04921600224392203,0.01475155843515119,0.026598302347648095,0.05557133574096018,-0.048883779541448846,0.00869886335773519,0.08134309124443584,-0.05860274310626408,-0.12697948733632292,-0.21061842813821852,0.052943758145785974,0.01804874215466058,0.016228034485328696,0.12633148496613897,-0.0021356478365390855,0.08577318039912521,0.126115348916433,0.008366695466886474,-0.11676782678823229,-0.09144959191082924,0.057489438034073415,0.03916185529896141,0.05495800200806626,0.018688501391716482,-0.14637235959283687,0.023107905146791542,0.02552115501232668,0.008151516094253887,-0.039842088543207796,0.053522634478757686,0.19780156721725578,0.0338929403068927,-0.15111691797636873,-0.09748170525966757,0.2528995980834362,-0.1881720284641597,-0.18366990414914264,-0.24349706158387843,-0.07081793970997297,-0.1355497901230753,0.1862930065596659,0.016925124255220372,0.15103961549273798,0.09552237914087676,0.04640588392946324,0.08640636735179388,0.10784740842700048,-0.09553295581497143,0.11746931846737124,0.015464364145590104,0.08749623173316548,-0.06739655169429856,-0.13887392867981133,-0.06249838275800664,0.10573465408107698,0.10434648720658914,-0.16547384304169052,0.17019041419006087,0.07181661891414567,-0.06274401207516514,0.1469058638801215,-0.02399720283649193,0.03806977064601004,0.08296679871423879,-0.02001051639760619,-0.06545608370352904,-0.05353747809169825,0.0697435352136487,-0.03764406220026363,-0.02102868494742342,-0.07492614239120922,0.0679581219064217,-0.03671172354517681,-0.05252930005650386,0.024278241456250894,0.0019498067151773185,-0.18160310509395144,0.004986231477844792,0.005721214865216137,-0.02639878078190341,-0.0723768727611103,0.03992788254055879,-0.07259061948438067,0.04878697576193784,0.08035733459037578,-0.02023371279973792,-0.06566943642602951,-0.0011010077489061257,-0.03139295264503907,0.05642046469926817,0.1950102239888962,0.02636603891378695,-0.05987780385348063,-0.015472267434793636,0.01946486790443776,0.024042242432512424
10,0.013522483156491075,0.009660421520205166,0.10361407199708406,-0.006776075853615712,0.044632518224052134,-0.004243836434728809,-0.12984636401454158,0.0739452964694889,0.1424463974488117,-0.10721947530490583,-0.3068498381878064,0.18142357140138532,0.139708222354347,0.016410745485559458,0.04541752412474245,0.02068498896737825,0.06303576576159009,0.2217935957523221,0.03156994117887653,-0.04411498387903682,-0.08818608130188678,0.008136502210890802,0.14528705822009405,-0.24997557454900865,-0.010978081078245418,0.025096006922143782,-0.03100157816452911,-0.020110462632997796,0.0016275310778482207,-0.02573713997628773,-0.08422957889124662,-0.03248659659195276,-0.05375748296284874,-0.04172566072317798,0.13601211195891452,-0.19377247691846566,0.026806455554164933,-0.0022757372300366563,-0.003611940217144685,-0.008572096584813286,0.014318721655129957,0.010288066794670897,0.10384536226828049,-0.005701504289772931,0.04462928757678813,-0.026437227270108443,0.015931478495717494,-0.02080668747802482,-0.05953206081051177,0.055138143602556186,0.028219896628538507,-0.016124849201093555,0.04451362722491077,0.14741971314971103,0.05197293119927692,-0.11462001172378024,-0.0008917446996313128,-0.00977547105815768,-0.11815681970171774,0.040717327993647426,0.23864815473032985,-0.1868160883757731,0.0028675995333347706,-0.023973714236887725,-0.07731043264776064,-0.0052586615821044805,-0.03732113182685356,-0.004667279494941189,0.14481965075029993,-0.2721680044673338,0.19343122269385354,0.029687224274933376,-0.28982371690131753,0.09869168169903479,-0.06159831947931031,0.0685247209160381,0.0023141676907015296,-0.0401963755351849,-0.012925312896160168,-0.018565668677286137,-0.009910903256569573,-0.005452088444059033,0.008920840968248606,-0.008690293477375016,-0.015563409909510561,0.02804040481006039,0.0019257306594211848,-0.0781075796491275,-0.02117362596785982,-0.16995116301543786,0.011548203738232232,0.0126885874099548,-0.02954968461095922,0.060126811644150305,-0.1226848015260259,0.11136977590784881,0.0640809178304329,0.001352419695011542,-0.04181198072094731,-0.019057838178508216,0.01600603543124822,0.018900413577904826,0.09457320092187337,-0.005564743579662891,0.040547821656917976,0.07489168744690719,-0.236697034942278,0.021302552016497396,0.023650085657892724
